16,0,46,0
24,0,57,0
41,0,78,0
52,0,100,5
45,0,100,24
34,0,100,60
9,0,58,0
13,0,72,0
20,0,91,0
29,0,100,0
20,0,100,19
18,0,100,31
3,0,100,58
6,0,56,0
10,0,74,0
14,0,79,0
20,0,85,0
22,0,100,8
13,0,100,33
7,0,100,49
3,0,55,0
1,0,68,0
6,0,76,0
3,0,85,0
8,0,85,0
6,0,100,0
11,0,94,0
8,0,100,0
10,0,100,11
0,0,100,29
7,0,100,28
0,3,100,41
0,0,100,43
0,3,100,64
0,3,6,16
0,5,11,23
0,6,14,31
0,7,17,43
0,8,22,56
0,10,33,72
0,5,6,16
0,8,9,26
0,10,11,34
0,13,15,45
0,18,21,56
0,27,36,72
0,30,66,98
0,0,9,20
0,0,10,30
0,0,12,41
0,0,16,50
1,0,25,65
3,0,31,75
29,0,36,100
0,0,0,15
0,0,0,26
0,0,0,33
0,0,0,44
0,0,0,61
0,0,0,77
0,0,0,100
0,0,0,11
2,0,0,18
3,0,0,32
5,0,0,45
11,1,0,64
23,2,0,77
33,3,0,95
7,10,9,0
13,16,14,0
24,25,25,0
46,45,46,0
75,70,100,10
80,75,100,20
82,78,100,30
6,0,7,9
8,0,9,19
12,0,12,30
15,0,15,42
20,0,20,65
21,0,23,75
16,0,31,82
75,65,100,30
0,26,100,69
70,60,100,20
0,20,95,46
65,55,100,10
0,15,78,36
33,29,55,0
0,9,50,24
24,19,39,0
0,7,39,17
14,11,25,0
0,4,30,11
9,7,16,0
0,3,19,6
0,17,100,65
0,15,100,43
0,15,100,28
10,10,73,0
6,7,55,0
4,5,44,0
3,3,35,0
50,70,100,50
0,60,100,79
30,60,100,40
0,48,96,44
10,50,100,35
0,37,68,28
20,32,58,0
0,26,45,18
12,22,43,0
0,18,32,10
9,15,34,0
0,11,21,6
6,9,23,0
0,7,14,4
0,65,100,71
0,81,100,74
0,58,100,33
0,62,71,49
0,59,100,18
0,42,45,34
0,34,52,0
0,32,35,25
0,23,36,0
0,22,23,15
0,15,26,0
0,17,18,10
0,11,20,0
0,10,12,6
60,80,100,45
50,85,100,38
40,90,100,30
31,48,55,0
15,29,31,0
9,19,21,0
5,12,13,0
0,93,100,60
0,95,100,29
0,95,100,0
0,47,41,0
0,35,28,0
0,26,19,0
0,15,11,0
0,74,100,72
0,79,100,52
0,77,100,42
0,46,23,5
0,33,13,0
0,24,11,0
0,16,9,0
0,70,100,78
0,73,100,80
0,64,100,60
0,62,51,48
0,63,100,48
0,48,38,34
0,38,21,11
0,38,27,23
0,27,13,3
0,25,15,11
0,18,10,1
0,18,12,7
0,11,8,0
0,10,9,3
70,100,100,35
50,100,100,25
45,100,100,15
13,49,23,0
5,36,11,0
0,24,7,0
0,17,6,0
70,100,50,20
80,100,70,15
60,100,15,5
65,86,49,0
46,88,0,0
49,66,28,0
15,50,0,0
30,45,12,0
7,38,0,0
17,30,8,0
3,27,0,0
9,19,5,0
0,18,0,0
5,12,3,0
80,100,60,10
88,100,85,10
72,100,35,5
75,95,68,5
64,100,12,0
52,63,48,0
27,47,0,0
29,38,24,0
17,37,0,0
17,27,15,0
10,26,0,0
10,17,10,0
6,15,0,0
6,10,7,0
84,100,45,5
83,85,0,70
77,100,7,0
77,73,0,46
73,100,0,0
67,57,0,34
41,55,0,0
42,35,0,23
26,40,0,0
27,22,0,10
18,31,0,0
16,13,0,7
10,20,0,0
6,6,0,5
100,88,70,18
100,85,46,11
100,82,30,5
42,30,7,0
31,22,5,0
22,14,3,0
13,9,2,0
100,49,0,70
100,44,0,76
100,55,0,55
58,17,0,46
100,57,0,38
40,8,0,41
62,22,0,3
30,4,0,32
41,11,0,0
13,3,0,17
30,6,0,0
8,1,0,13
22,3,0,0
6,0,0,9
95,9,0,83
100,0,18,83
100,0,30,95
100,19,0,75
82,0,28,52
56,0,27,74
100,24,0,64
62,0,21,31
36,0,17,56
54,7,0,27
43,0,14,21
18,0,9,38
39,4,0,21
29,0,10,14
11,0,7,29
27,3,0,13
18,0,7,5
9,0,6,18
15,0,0,9
11,0,5,3
6,0,4,11
60,0,51,80
66,0,57,82
80,0,60,67
59,0,50,52
79,0,56,56
43,0,34,38
45,0,31,27
30,0,24,26
30,0,20,15
20,0,16,17
20,0,13,9
12,0,11,10
14,0,10,6
7,0,8,7
80,0,63,75
65,0,56,94
85,0,54,52
44,0,47,68
85,0,50,31
28,0,30,51
52,0,32,1
16,0,18,36
37,0,20,0
9,0,13,25
23,0,13,0
6,0,9,18
14,0,9,0
5,0,7,10
82,0,64,70
88,0,57,36
98,0,57,17
48,0,29,0
32,0,19,0
23,0,14,0
14,0,9,0
34,0,81,71
33,0,85,82
32,0,100,79
48,0,100,53
25,0,81,67
27,0,95,55
49,0,100,39
16,0,74,57
15,0,68,39
24,0,46,10
9,0,43,38
10,0,49,28
20,0,40,6
6,0,28,27
7,0,31,13
17,0,34,3
4,0,21,18
5,0,24,9
12,0,26,2
2,0,12,11
3,0,14,6
2,0,100,72
0,0,91,79
13,0,100,46
0,2,87,59
23,0,100,17
0,2,67,40
12,0,79,6
0,1,47,30
11,0,66,2
0,0,31,18
9,0,53,0
0,0,25,13
5,0,40,0
0,0,18,8
0,0,29,0
0,0,40,0
0,0,51,0
0,0,69,1
0,0,88,3
0,2,100,7
0,4,100,12
0,0,18,1
0,0,32,2
0,0,46,4
0,0,58,6
0,1,92,11
0,2,100,20
0,4,100,30
0,0,20,4
0,1,27,6
0,2,35,9
0,2,48,17
0,3,87,30
0,4,100,43
0,5,100,53
13,0,10,2
24,0,19,4
32,0,24,10
44,0,35,20
56,0,44,33
76,0,64,63
90,0,76,84
19,0,6,0
34,0,9,0
47,0,11,0
67,0,12,2
92,0,15,5
100,0,10,25
100,0,9,40
32,0,8,0
45,0,9,0
55,0,9,0
83,0,10,0
100,0,5,5
100,0,0,22
100,4,0,30
16,4,0,2
25,7,0,4
42,15,0,6
57,28,0,9
69,34,0,11
100,56,0,23
100,62,0,54
14,6,0,1
24,9,0,2
38,18,0,6
60,34,0,10
100,62,0,20
100,64,0,38
100,65,0,52
14,4,0,0
24,8,0,0
41,20,0,0
64,35,0,0
90,57,0,0
100,69,0,9
100,72,0,18
7,6,0,0
11,9,0,0
20,17,0,2
31,30,0,7
52,49,0,14
65,64,0,30
76,78,0,47
0,13,0,0
1,20,0,0
3,34,0,0
6,49,0,0
9,67,0,0
17,100,0,3
6,100,0,22
2,13,0,0
3,21,0,0
5,27,0,0
10,43,0,2
21,61,0,4
25,79,0,12
11,100,0,43
0,17,0,2
0,25,0,3
0,30,0,5
2,44,0,12
5,57,0,19
7,77,0,34
0,97,0,59
0,15,8,1
0,23,10,2
0,30,12,6
0,43,19,10
0,58,28,25
0,84,54,40
0,93,70,51
0,16,8,0
0,24,10,0
0,36,14,0
0,53,20,0
0,69,34,5
0,83,54,16
0,100,80,27
0,9,5,0
0,17,10,0
0,30,14,0
0,46,22,0
0,66,38,0
0,79,58,0
0,100,80,2
0,14,31,0
0,19,41,0
0,28,54,0
0,37,71,0
0,47,91,0
0,55,100,2
0,58,100,8
0,10,25,0
0,15,34,1
0,24,52,3
0,36,76,9
0,45,95,17
0,53,100,37
0,55,100,49
0,8,23,2
0,15,34,5
0,21,48,10
0,31,61,18
0,39,76,29
0,53,100,54
0,56,100,64
0,4,18,0
0,6,30,0
0,10,50,0
0,9,80,0
0,10,100,0
0,18,100,0
0,22,85,11
0,25,95,0
0,30,95,0
0,30,55,0
0,35,69,0
0,42,100,7
0,53,100,4
0,46,100,11
0,18,15,0
0,60,60,0
0,75,75,0
0,70,60,5
0,60,45,18
0,80,42,20
0,100,30,61
0,9,5,0
0,55,22,0
0,75,30,0
0,90,30,7
0,100,45,18
0,100,65,28
0,80,45,55
0,18,3,0
2,31,0,0
0,38,2,5
0,55,3,10
0,75,15,15
0,80,15,20
0,100,10,35
3,8,0,0
6,20,0,0
15,35,0,0
20,35,0,0
30,40,0,0
36,50,0,0
50,70,0,0
6,5,0,0
20,17,0,0
30,20,0,3
43,38,0,0
60,58,0,19
32,42,0,55
72,100,77,46
20,10,0,0
40,21,0,0
50,32,0,0
50,26,0,0
50,24,0,10
80,53,0,0
55,35,0,7
12,0,2,0
40,0,5,6
57,0,6,13
100,0,0,5
78,28,0,0
100,50,0,10
100,43,0,65
25,0,10,0
50,0,25,0
70,0,23,0
95,0,25,0
100,10,0,28
100,20,0,40
80,15,0,45
28,0,14,0
52,0,25,0
70,0,38,8
90,0,28,22
50,0,25,30
100,0,43,60
80,0,10,68
18,0,14,0
55,0,50,0
60,0,50,0
60,0,55,0
80,0,75,0
85,0,100,55
100,0,85,50
6,0,10,0
20,0,30,0
30,0,45,0
43,0,60,0
60,0,80,7
45,0,80,35
32,0,100,40
12,0,50,7
14,0,36,10
25,0,40,15
25,0,80,30
40,0,100,38
40,30,70,25
25,0,100,80
0,2,15,0
0,2,15,3
0,4,20,6
0,8,35,10
0,12,35,25
0,25,45,40
0,30,70,55
0,5,15,0
0,10,30,0
0,15,40,4
0,20,50,5
0,30,72,11
0,45,100,25
0,46,100,33
0,18,28,3
0,24,38,5
0,35,50,12
0,52,100,35
0,60,100,44
0,40,55,60
50,60,100,48
0,16,19,0
0,25,20,10
0,40,30,16
0,40,35,20
0,55,60,27
0,45,50,30
0,65,100,35
0,2,6,7
0,3,10,10
0,4,12,17
0,8,21,32
0,10,27,50
0,17,50,65
0,22,85,85
0,2,8,10
0,3,15,20
0,4,22,32
3,0,10,20
9,0,13,30
2,0,9,36
0,0,0,72
2,0,0,5
10,0,3,16
7,0,0,30
10,1,0,40
23,2,0,63
33,4,0,72
35,4,0,94
0,13,49,98
