0,0,51,0
0,0,79,0
0,1,95,0
0,3,100,18
0,3,100,30
0,3,100,50
0,2,69,0
0,4,79,0
0,6,95,0
0,10,100,0
0,12,100,7
0,11,100,27
0,10,100,38
0,7,66,0
0,8,73,0
0,9,80,0
0,16,100,0
0,18,100,15
0,18,100,27
0,12,100,49
0,9,58,0
0,5,31,0
0,11,69,0
0,9,45,0
0,17,80,0
0,17,62,0
0,24,94,0
0,29,91,0
0,28,100,6
0,28,100,18
0,26,100,26
0,27,100,34
0,25,100,37
0,27,100,51
0,7,50,0
0,11,65,0
0,16,77,0
0,30,100,0
0,32,100,9
0,28,100,30
0,20,100,56
0,11,45,0
0,14,47,0
0,19,60,0
0,20,56,0
0,27,76,0
0,29,72,0
0,35,90,0
0,40,90,0
0,42,100,1
0,44,100,7
0,37,100,23
0,41,100,37
0,27,100,54
0,36,100,63
0,19,51,0
0,28,76,0
0,35,85,0
0,48,100,0
0,47,100,8
0,43,100,33
0,28,100,56
0,16,37,0
0,27,54,0
0,23,47,0
0,33,67,0
0,35,70,0
0,42,77,0
0,48,95,0
0,51,100,1
0,58,100,10
0,46,100,18
0,53,100,38
0,46,100,34
0,53,100,72
0,12,28,0
0,22,34,0
0,22,42,0
0,34,49,0
0,43,70,0
0,45,72,0
0,61,97,0
0,56,90,0
0,66,100,7
0,59,100,5
0,62,100,32
0,56,100,30
0,52,100,64
0,56,100,43
0,15,22,0
0,31,37,0
0,31,44,0
0,39,48,0
0,46,73,0
0,49,66,0
0,59,96,0
0,63,91,0
0,64,100,0
0,68,100,0
0,60,100,17
0,67,100,28
0,57,100,59
0,68,100,44
0,20,20,0
0,40,44,0
0,53,68,0
0,66,88,0
0,69,100,4
0,70,100,36
0,65,100,60
0,25,18,0
0,38,21,0
0,27,12,0
0,45,40,0
0,47,29,0
0,58,36,0
0,59,56,0
0,67,50,0
0,76,60,0
0,84,88,0
0,79,100,0
0,94,100,0
0,100,99,4
0,79,100,11
0,91,100,23
0,100,96,28
0,74,100,47
0,90,100,51
0,90,100,66
0,26,10,0
0,46,21,0
0,68,41,0
0,91,76,0
0,100,81,4
0,100,79,20
0,97,100,50
0,37,10,0
0,28,7,0
0,55,22,0
0,41,9,0
0,76,38,0
0,71,20,0
0,100,68,0
0,100,55,0
0,100,66,13
0,100,57,5
0,100,64,33
0,100,56,19
0,100,60,55
0,100,60,37
0,25,4,0
0,45,10,0
0,78,33,0
0,100,62,0
0,100,63,12
0,100,63,29
0,100,61,43
0,34,3,0
0,58,3,0
0,84,9,0
0,100,38,3
0,100,43,19
0,100,36,37
0,100,34,53
0,39,6,0
0,55,8,0
0,72,11,0
0,95,27,0
0,100,34,8
0,100,35,27
0,95,40,49
0,28,0,0
2,61,0,0
1,88,0,0
0,100,13,17
0,100,15,30
0,100,10,59
0,46,0,0
1,63,0,0
1,83,0,0
0,100,0,0
0,100,7,19
0,100,4,41
0,100,15,60
0,34,0,0
1,52,0,0
3,67,0,0
11,100,0,0
6,100,0,26
5,100,0,40
1,30,0,0
2,27,0,0
3,49,0,0
10,57,0,0
6,63,0,0
19,79,0,0
11,79,0,0
27,95,0,0
18,94,0,0
34,100,0,0
27,100,0,2
33,100,0,8
10,100,0,49
37,100,0,26
5,29,0,0
9,38,0,0
14,53,0,0
29,90,0,0
36,100,0,0
40,100,0,2
40,100,0,28
5,18,0,0
13,39,0,0
24,56,0,0
43,95,0,0
50,100,0,0
51,100,0,25
7,20,0,0
19,35,0,0
22,33,0,0
29,36,0,0
14,34,0,0
30,47,0,0
30,43,0,0
40,45,0,0
43,76,0,0
46,72,0,0
46,63,0,0
59,66,0,0
56,100,0,15
60,90,0,0
61,89,0,0
85,100,0,0
52,100,0,26
63,100,0,3
69,100,0,2
81,100,0,7
48,100,0,40
64,100,0,14
63,100,0,15
79,100,0,15
45,100,0,55
58,100,0,44
59,100,0,32
77,100,0,31
10,14,0,0
28,27,0,0
26,28,0,0
40,36,0,0
54,56,0,0
54,49,0,0
79,90,0,0
62,60,0,0
89,100,0,0
82,100,0,12
96,100,0,10
78,100,0,33
91,100,0,49
31,27,0,0
40,30,0,0
19,9,0,0
17,6,0,0
26,10,0,0
43,37,0,0
57,45,0,0
45,29,0,0
29,12,0,0
67,41,0,0
58,48,0,0
77,68,0,0
79,66,0,0
71,42,0,0
96,69,0,0
100,96,0,8
100,95,0,0
100,91,0,0
100,87,0,2
100,100,0,28
100,95,0,15
100,92,0,10
100,86,0,15
100,88,0,15
98,100,0,43
100,97,0,30
100,94,0,29
100,82,0,30
100,80,0,26
98,100,0,55
100,97,0,45
100,94,0,47
100,78,0,54
100,78,0,44
27,7,0,0
39,14,0,0
68,34,0,0
100,72,0,18
100,72,0,32
100,68,0,54
35,9,0,0
55,19,0,0
89,43,0,0
100,66,0,2
100,68,0,12
100,67,0,23
100,66,0,58
25,2,0,0
41,2,0,0
33,3,0,0
59,7,0,0
49,11,0,0
85,24,0,0
100,57,0,2
100,46,0,0
100,58,0,21
100,45,0,14
100,57,0,37
100,45,0,37
100,46,0,70
100,38,0,64
49,1,0,0
30,0,5,0
69,7,0,0
59,0,6,0
85,19,0,0
90,11,0,0
100,44,0,0
100,36,0,2
100,45,0,18
100,33,0,20
100,25,0,50
100,17,0,51
100,11,0,74
100,0,5,72
30,0,8,0
51,0,9,0
75,0,7,0
100,16,0,27
100,5,0,47
100,0,9,72
43,0,10,0
43,0,12,0
63,0,12,0
63,0,18,0
96,0,11,0
83,0,21,0
100,0,8,13
100,0,16,9
100,0,9,30
100,0,19,23
100,0,12,43
100,0,24,38
100,0,27,68
100,0,28,65
18,0,8,0
38,0,15,0
52,0,19,0
100,0,31,7
100,0,31,23
100,0,33,35
100,0,38,47
28,0,12,0
37,0,18,0
34,0,19,0
43,0,24,0
56,0,26,0
47,0,24,0
49,0,28,0
59,0,33,0
87,0,38,0
71,0,33,0
69,0,37,0
90,0,49,0
100,0,44,17
100,0,44,0
95,0,47,0
100,0,55,5
100,0,45,32
100,0,46,15
100,0,50,7
100,0,54,20
100,0,46,46
100,0,49,46
100,0,53,21
100,0,57,42
100,0,48,60
100,0,54,69
100,0,61,61
100,0,60,72
24,0,16,0
30,0,20,0
43,0,27,0
100,0,60,3
100,0,65,30
100,0,67,47
31,0,20,0
35,0,25,0
47,0,32,0
45,0,33,0
84,0,56,0
61,0,45,0
100,0,66,9
85,0,65,0
100,0,67,29
100,0,77,22
100,0,71,43
100,0,78,42
98,0,72,61
100,0,81,66
27,0,23,0
38,0,32,0
55,0,47,0
100,0,86,3
100,0,85,24
100,0,91,42
79,0,100,75
17,0,16,0
27,0,25,0
38,0,36,0
80,0,90,0
94,0,100,0
95,0,100,27
80,0,100,56
27,0,38,0
36,0,49,0
58,0,80,0
69,0,100,0
70,0,100,9
68,0,100,24
65,0,100,42
12,0,29,0
20,0,44,0
32,0,59,0
57,0,100,0
59,0,100,7
56,0,100,27
43,0,100,56
10,0,33,0
