PMS3115	63,0,18,0
PMS312	96,0,11,0
PMS3125	83,0,21,0
PMS313	100,0,8,13
PMS3135	100,0,16,9
PMS314	100,0,9,30
PMS3145	100,0,19,23
PMS315	100,0,12,43
PMS3155	100,0,24,38
PMS316	100,0,27,68
PMS3165	100,0,28,65
PMS317	18,0,8,0
PMS318	38,0,15,0
PMS319	52,0,19,0
PMS320	100,0,31,7
PMS321	100,0,31,23
PMS322	100,0,33,35
PMS323	100,0,38,47
PMS324	28,0,12,0
PMS3242	37,0,18,0
PMS3245	34,0,19,0
PMS3248	43,0,24,0
PMS325	56,0,26,0
PMS3252	47,0,24,0
PMS3255	49,0,28,0
PMS3258	59,0,33,0
PMS326	87,0,38,0
PMS3262	71,0,33,0
PMS3265	69,0,37,0
PMS3268	90,0,49,0
PMS327	100,0,44,17
PMS3272	100,0,44,0
PMS3275	95,0,47,0
PMS3278	100,0,55,5
PMS328	100,0,45,32
PMS3282	100,0,46,15
PMS3285	100,0,50,7
PMS3288	100,0,54,20
PMS329	100,0,46,46
PMS3292	100,0,49,46
PMS3295	100,0,53,21
PMS3298	100,0,57,42
PMS330	100,0,48,60
PMS3302	100,0,54,69
PMS3305	100,0,61,61
PMS3308	100,0,60,72
PMS331	24,0,16,0
PMS332	30,0,20,0
PMS333	43,0,27,0
PMS334	100,0,60,3
PMS335	100,0,65,30
PMS336	100,0,67,47
PMS337	31,0,20,0
PMS3375	35,0,25,0
PMS338	47,0,32,0
PMS3385	45,0,33,0
PMS339	84,0,56,0
PMS3395	61,0,45,0
PMS340	100,0,66,9
PMS3405	85,0,65,0
PMS341	100,0,67,29
PMS3415	100,0,77,22
PMS342	100,0,71,43
PMS3425	100,0,78,42
PMS343	98,0,72,61
PMS3435	100,0,81,66
PMS344	27,0,23,0
PMS345	38,0,32,0
PMS346	55,0,47,0
PMS347	100,0,86,3
PMS348	100,0,85,24
PMS349	100,0,91,42
PMS350	79,0,100,75
PMS351	17,0,16,0
PMS352	27,0,25,0
PMS353	38,0,36,0
PMS354	80,0,90,0
PMS355	94,0,100,0
PMS356	95,0,100,27
PMS357	80,0,100,56
PMS358	27,0,38,0
PMS359	36,0,49,0
PMS360	58,0,80,0
PMS361	69,0,100,0
PMS362	70,0,100,9
PMS363	68,0,100,24
PMS364	65,0,100,42
PMS365	12,0,29,0
PMS366	20,0,44,0
PMS367	32,0,59,0
PMS368	57,0,100,0
PMS369	59,0,100,7
PMS370	56,0,100,27
PMS371	43,0,100,56
PMS372	10,0,33,0
PMS373	16,0,46,0
PMS374	24,0,57,0
PMS375	41,0,78,0
PMS376	52,0,100,5
PMS377	45,0,100,24
PMS378	34,0,100,60
PMS379	9,0,58,0
PMS380	13,0,72,0
PMS381	20,0,91,0
PMS382	29,0,100,0
PMS383	20,0,100,19
PMS384	18,0,100,31
PMS385	3,0,100,58
PMS386	6,0,56,0
PMS387	10,0,74,0
PMS388	14,0,79,0
PMS389	20,0,85,0
PMS390	22,0,100,8
PMS391	13,0,100,33
PMS392	7,0,100,49
PMS393	3,0,55,0
PMS3935	1,0,68,0
PMS394	6,0,76,0
PMS3945	3,0,85,0
PMS395	8,0,85,0
PMS3955	6,0,100,0
PMS396	11,0,94,0
PMS3965	8,0,100,0
PMS397	10,0,100,11
PMS3975	0,0,100,29
PMS398	7,0,100,28
PMS3985	0,3,100,41
PMS399	0,0,100,43
PMS3995	0,3,100,64
PMS400	0,3,6,16
PMS401	0,5,11,23
PMS402	0,6,14,31
PMS403	0,7,17,43
PMS404	0,8,22,56
PMS405	0,10,33,72
PMS406	0,5,6,16
PMS407	0,8,9,26
PMS408	0,10,11,34
PMS409	0,13,15,45
PMS410	0,18,21,56
PMS411	0,27,36,72
PMS412	0,30,66,98
PMS413	0,0,9,20
PMS414	0,0,10,30
PMS415	0,0,12,41
PMS416	0,0,16,50
PMS417	1,0,25,65
PMS418	3,0,31,75
PMS419	29,0,36,100
PMS420	0,0,0,15
PMS421	0,0,0,26
PMS422	0,0,0,33
PMS423	0,0,0,44
PMS424	0,0,0,61
PMS425	0,0,0,77
PMS426	0,0,0,100
PMS427	0,0,0,11
PMS428	2,0,0,18
PMS429	3,0,0,32
PMS430	5,0,0,45
PMS431	11,1,0,64
PMS432	23,2,0,77
PMS433	33,3,0,95
PMS434	7,10,9,0
PMS435	13,16,14,0
PMS436	24,25,25,0
PMS437	46,45,46,0
PMS438	75,70,100,10
PMS439	80,75,100,20
PMS440	82,78,100,30
PMS441	6,0,7,9
PMS442	8,0,9,19
PMS443	12,0,12,30
PMS444	15,0,15,42
PMS445	20,0,20,65
PMS446	21,0,23,75
PMS447	16,0,31,82
PMS448	75,65,100,30
PMS4485	0,26,100,69
PMS449	70,60,100,20
PMS4495	0,20,95,46
PMS450	65,55,100,10
PMS4505	0,15,78,36
PMS451	33,29,55,0
PMS4515	0,9,50,24
PMS452	24,19,39,0
PMS4525	0,7,39,17
PMS453	14,11,25,0
PMS4535	0,4,30,11
PMS454	9,7,16,0
PMS4545	0,3,19,6
PMS455	0,17,100,65
PMS456	0,15,100,43
PMS457	0,15,100,28
PMS458	10,10,73,0
PMS459	6,7,55,0
PMS460	4,5,44,0
PMS461	3,3,35,0
PMS462	50,70,100,50
PMS4625	0,60,100,79
PMS463	30,60,100,40
PMS4635	0,48,96,44
PMS464	10,50,100,35
PMS4645	0,37,68,28
PMS465	20,32,58,0
PMS4655	0,26,45,18
PMS466	12,22,43,0
PMS4665	0,18,32,10
PMS467	9,15,34,0
PMS4675	0,11,21,6
PMS468	6,9,23,0
PMS4685	0,7,14,4
PMS469	0,65,100,71
PMS4695	0,81,100,74
PMS470	0,58,100,33
PMS4705	0,62,71,49
PMS471	0,59,100,18
PMS4715	0,42,45,34
PMS472	0,34,52,0
PMS4725	0,32,35,25
PMS473	0,23,36,0
PMS4735	0,22,23,15
PMS474	0,15,26,0
PMS4745	0,17,18,10
PMS475	0,11,20,0
PMS4755	0,10,12,6
PMS476	60,80,100,45
PMS477	50,85,100,38
PMS478	40,90,100,30
PMS479	31,48,55,0
PMS480	15,29,31,0
PMS481	9,19,21,0
PMS482	5,12,13,0
PMS483	0,93,100,60
PMS484	0,95,100,29
PMS485	0,95,100,0
PMS486	0,47,41,0
PMS487	0,35,28,0
PMS488	0,26,19,0
PMS489	0,15,11,0
PMS490	0,74,100,72
PMS491	0,79,100,52
PMS492	0,77,100,42
PMS493	0,46,23,5
PMS494	0,33,13,0
PMS495	0,24,11,0
PMS496	0,16,9,0
PMS497	0,70,100,78
PMS4975	0,73,100,80
PMS498	0,64,100,60
PMS4985	0,62,51,48
PMS499	0,63,100,48
PMS4995	0,48,38,34
PMS500	0,38,21,11
PMS5005	0,38,27,23
PMS501	0,27,13,3
PMS5015	0,25,15,11
PMS502	0,18,10,1
PMS5025	0,18,12,7
PMS503	0,11,8,0
PMS5035	0,10,9,3
PMS504	70,100,100,35
PMS505	50,100,100,25
PMS506	45,100,100,15
PMS507	13,49,23,0
PMS508	5,36,11,0
PMS509	0,24,7,0
PMS510	0,17,6,0
PMS511	70,100,50,20
PMS5115	80,100,70,15
PMS512	60,100,15,5
PMS5125	65,86,49,0
PMS513	46,88,0,0
PMS5135	49,66,28,0
PMS514	15,50,0,0
PMS5145	30,45,12,0
PMS515	7,38,0,0
PMS5155	17,30,8,0
PMS516	3,27,0,0
PMS5165	9,19,5,0
PMS517	0,18,0,0
PMS5175	5,12,3,0
PMS518	80,100,60,10
PMS5185	88,100,85,10
PMS519	72,100,35,5
PMS5195	75,95,68,5
PMS520	64,100,12,0
PMS5205	52,63,48,0
PMS521	27,47,0,0
PMS5215	29,38,24,0
PMS522	17,37,0,0
PMS5225	17,27,15,0
PMS523	10,26,0,0
PMS5235	10,17,10,0
PMS524	6,15,0,0
PMS5245	6,10,7,0
PMS525	84,100,45,5
PMS5255	83,85,0,70
PMS526	77,100,7,0
PMS5265	77,73,0,46
PMS527	73,100,0,0
PMS5275	67,57,0,34
PMS528	41,55,0,0
PMS5285	42,35,0,23
PMS529	26,40,0,0
PMS5295	27,22,0,10
PMS530	18,31,0,0
PMS5305	16,13,0,7
PMS531	10,20,0,0
PMS5315	6,6,0,5
PMS532	100,88,70,18
PMS533	100,85,46,11
PMS534	100,82,30,5
PMS535	42,30,7,0
PMS536	31,22,5,0
PMS537	22,14,3,0
PMS538	13,9,2,0
PMS539	100,49,0,70
PMS5395	100,44,0,76
PMS540	100,55,0,55
PMS5405	58,17,0,46
PMS541	100,57,0,38
PMS5415	40,8,0,41
PMS542	62,22,0,3
PMS5425	30,4,0,32
PMS543	41,11,0,0
PMS5435	13,3,0,17
PMS544	30,6,0,0
PMS5445	8,1,0,13
PMS545	22,3,0,0
PMS5455	6,0,0,9
PMS546	95,9,0,83
PMS5463	100,0,18,83
PMS5467	100,0,30,95
PMS547	100,19,0,75
PMS5473	82,0,28,52
PMS5477	56,0,27,74
PMS548	100,24,0,64
PMS5483	62,0,21,31
PMS5487	36,0,17,56
PMS549	54,7,0,27
PMS5493	43,0,14,21
PMS5497	18,0,9,38
PMS550	39,4,0,21
PMS5503	29,0,10,14
PMS5507	11,0,7,29
PMS551	27,3,0,13
PMS5513	18,0,7,5
PMS5517	9,0,6,18
PMS552	15,0,0,9
PMS5523	11,0,5,3
PMS5527	6,0,4,11
PMS553	60,0,51,80
PMS5535	66,0,57,82
PMS554	80,0,60,67
PMS5545	59,0,50,52
PMS555	79,0,56,56
PMS5555	43,0,34,38
PMS556	45,0,31,27
PMS5565	30,0,24,26
PMS557	30,0,20,15
PMS5575	20,0,16,17
PMS558	20,0,13,9
PMS5585	12,0,11,10
PMS559	14,0,10,6
PMS5595	7,0,8,7
PMS560	80,0,63,75
PMS5605	65,0,56,94
PMS561	85,0,54,52
PMS5615	44,0,47,68
PMS562	85,0,50,31
PMS5625	28,0,30,51
PMS563	52,0,32,1
PMS5635	16,0,18,36
PMS564	37,0,20,0
PMS5645	9,0,13,25
PMS565	23,0,13,0
PMS5655	6,0,9,18
PMS566	14,0,9,0
PMS5665	5,0,7,10
PMS567	82,0,64,70
PMS568	88,0,57,36
PMS569	98,0,57,17
PMS570	48,0,29,0
PMS571	32,0,19,0
PMS572	23,0,14,0
PMS573	14,0,9,0
PMS574	34,0,81,71
PMS5743	33,0,85,82
PMS5747	32,0,100,79
PMS575	48,0,100,53
PMS5753	25,0,81,67
PMS5757	27,0,95,55
PMS576	49,0,100,39
PMS5763	16,0,74,57
PMS5767	15,0,68,39
PMS577	24,0,46,10
PMS5773	9,0,43,38
PMS5777	10,0,49,28
PMS578	20,0,40,6
PMS5783	6,0,28,27
PMS5787	7,0,31,13
PMS579	17,0,34,3
PMS5793	4,0,21,18
PMS5797	5,0,24,9
PMS580	12,0,26,2
PMS5803	2,0,12,11
PMS5807	3,0,14,6
PMS581	2,0,100,72
PMS5815	0,0,91,79
PMS582	13,0,100,46
PMS5825	0,2,87,59
PMS583	23,0,100,17
PMS5835	0,2,67,40
PMS584	12,0,79,6
PMS5845	0,1,47,30
PMS585	11,0,66,2
PMS5855	0,0,31,18
PMS586	9,0,53,0
PMS5865	0,0,25,13
PMS587	5,0,40,0
PMS5875	0,0,18,8
PMS600	0,0,29,0
PMS601	0,0,40,0
PMS602	0,0,51,0
PMS603	0,0,69,1
PMS604	0,0,88,3
PMS605	0,2,100,7
PMS606	0,4,100,12
PMS607	0,0,18,1
PMS608	0,0,32,2
PMS609	0,0,46,4
PMS610	0,0,58,6
PMS611	0,1,92,11
PMS612	0,2,100,20
PMS613	0,4,100,30
PMS614	0,0,20,4
PMS615	0,1,27,6
PMS616	0,2,35,9
PMS617	0,2,48,17
PMS618	0,3,87,30
PMS619	0,4,100,43
PMS620	0,5,100,53
PMS621	13,0,10,2
PMS622	24,0,19,4
PMS623	32,0,24,10
PMS624	44,0,35,20
PMS625	56,0,44,33
PMS626	76,0,64,63
PMS627	90,0,76,84
PMS628	19,0,6,0
PMS629	34,0,9,0
PMS630	47,0,11,0
PMS631	67,0,12,2
PMS632	92,0,15,5
PMS633	100,0,10,25
PMS634	100,0,9,40
PMS635	32,0,8,0
PMS636	45,0,9,0
PMS637	55,0,9,0
PMS638	83,0,10,0
PMS639	100,0,5,5
PMS640	100,0,0,22
PMS641	100,4,0,30
PMS642	16,4,0,2
PMS643	25,7,0,4
PMS644	42,15,0,6
PMS645	57,28,0,9
PMS646	69,34,0,11
PMS647	100,56,0,23
PMS648	100,62,0,54
PMS649	14,6,0,1
PMS650	24,9,0,2
PMS651	38,18,0,6
PMS652	60,34,0,10
PMS653	100,62,0,20
PMS654	100,64,0,38
PMS655	100,65,0,52
PMS656	14,4,0,0
PMS657	24,8,0,0
PMS658	41,20,0,0
PMS659	64,35,0,0
PMS660	90,57,0,0
PMS661	100,69,0,9
PMS662	100,72,0,18
PMS663	7,6,0,0
PMS664	11,9,0,0
PMS665	20,17,0,2
PMS666	31,30,0,7
PMS667	52,49,0,14
PMS668	65,64,0,30
PMS669	76,78,0,47
PMS670	0,13,0,0
PMS671	1,20,0,0
PMS672	3,34,0,0
PMS673	6,49,0,0
PMS674	9,67,0,0
PMS675	17,100,0,3
PMS676	6,100,0,22
PMS677	2,13,0,0
PMS678	3,21,0,0
PMS679	5,27,0,0
PMS680	10,43,0,2
PMS681	21,61,0,4
PMS682	25,79,0,12
PMS683	11,100,0,43
PMS684	0,17,0,2
PMS685	0,25,0,3
PMS686	0,30,0,5
PMS687	2,44,0,12
PMS688	5,57,0,19
PMS689	7,77,0,34
PMS690	0,97,0,59
PMS691	0,15,8,1
PMS692	0,23,10,2
PMS693	0,30,12,6
PMS694	0,43,19,10
PMS695	0,58,28,25
PMS696	0,84,54,40
PMS697	0,93,70,51
PMS698	0,16,8,0
PMS699	0,24,10,0
PMS700	0,36,14,0
PMS701	0,53,20,0
PMS702	0,69,34,5
PMS703	0,83,54,16
PMS704	0,100,80,27
PMS705	0,9,5,0
PMS706	0,17,10,0
PMS707	0,30,14,0
PMS708	0,46,22,0
PMS709	0,66,38,0
PMS710	0,79,58,0
PMS711	0,100,80,2
PMS712	0,14,31,0
PMS713	0,19,41,0
PMS714	0,28,54,0
PMS715	0,37,71,0
PMS716	0,47,91,0
PMS717	0,55,100,2
PMS718	0,58,100,8
PMS719	0,10,25,0
PMS720	0,15,34,1
PMS721	0,24,52,3
PMS722	0,36,76,9
PMS723	0,45,95,17
PMS724	0,53,100,37
PMS725	0,55,100,49
PMS726	0,8,23,2
PMS727	0,15,34,5
PMS728	0,21,48,10
PMS729	0,31,61,18
PMS730	0,39,76,29
PMS731	0,53,100,54
PMS732	0,56,100,64
PMS7401	0,4,18,0
PMS7402	0,6,30,0
PMS7403	0,10,50,0
PMS7404	0,9,80,0
PMS7405	0,10,100,0
PMS7406	0,18,100,0
PMS7407	0,22,85,11
PMS7408	0,25,95,0
PMS7409	0,30,95,0
PMS7410	0,30,55,0
PMS7411	0,35,69,0
PMS7412	0,42,100,7
PMS7413	0,53,100,4
PMS7414	0,46,100,11
PMS7415	0,18,15,0
PMS7416	0,60,60,0
PMS7417	0,75,75,0
PMS7418	0,70,60,5
PMS7419	0,60,45,18
PMS7420	0,80,42,20
PMS7421	0,100,30,61
PMS7422	0,9,5,0
PMS7423	0,55,22,0
PMS7424	0,75,30,0
PMS7425	0,90,30,7
PMS7426	0,100,45,18
PMS7427	0,100,65,28
PMS7428	0,80,45,55
PMS7429	0,18,3,0
PMS7430	2,31,0,0
PMS7431	0,38,2,5
PMS7432	0,55,3,10
PMS7433	0,75,15,15
PMS7434	0,80,15,20
PMS7435	0,100,10,35
PMS7436	3,8,0,0
PMS7437	6,20,0,0
PMS7438	15,35,0,0
PMS7439	20,35,0,0
PMS7440	30,40,0,0
PMS7441	36,50,0,0
PMS7442	50,70,0,0
PMS7443	6,5,0,0
PMS7444	20,17,0,0
PMS7445	30,20,0,3
PMS7446	43,38,0,0
PMS7447	60,58,0,19
PMS7448	32,42,0,55
PMS7449	72,100,77,46
PMS7450	20,10,0,0
PMS7451	40,21,0,0
PMS7452	50,32,0,0
PMS7453	50,26,0,0
PMS7454	50,24,0,10
PMS7455	80,53,0,0
PMS7456	55,35,0,7
PMS7457	12,0,2,0
PMS7458	40,0,5,6
PMS7459	57,0,6,13
PMS7460	100,0,0,5
PMS7461	78,28,0,0
PMS7462	100,50,0,10
PMS7463	100,43,0,65
PMS7464	25,0,10,0
PMS7465	50,0,25,0
PMS7466	70,0,23,0
PMS7467	95,0,25,0
PMS7468	100,10,0,28
PMS7469	100,20,0,40
PMS7470	80,15,0,45
PMS7471	28,0,14,0
PMS7472	52,0,25,0
PMS7473	70,0,38,8
PMS7474	90,0,28,22
PMS7475	50,0,25,30
PMS7476	100,0,43,60
PMS7477	80,0,10,68
PMS7478	18,0,14,0
PMS7479	55,0,50,0
PMS7480	60,0,50,0
PMS7481	60,0,55,0
PMS7482	80,0,75,0
PMS7483	85,0,100,55
PMS7484	100,0,85,50
PMS7485	6,0,10,0
PMS7486	20,0,30,0
PMS7487	30,0,45,0
PMS7488	43,0,60,0
PMS7489	60,0,80,7
PMS7490	45,0,80,35
PMS7491	32,0,100,40
PMS7492	12,0,50,7
PMS7493	14,0,36,10
PMS7494	25,0,40,15
PMS7495	25,0,80,30
PMS7496	40,0,100,38
PMS7497	40,30,70,25
PMS7498	25,0,100,80
PMS7499	0,2,15,0
PMS7500	0,2,15,3
PMS7501	0,4,20,6
PMS7502	0,8,35,10
PMS7503	0,12,35,25
PMS7504	0,25,45,40
PMS7505	0,30,70,55
PMS7506	0,5,15,0
PMS7507	0,10,30,0
PMS7508	0,15,40,4
PMS7509	0,20,50,5
PMS7510	0,30,72,11
PMS7511	0,45,100,25
PMS7512	0,46,100,33
PMS7513	0,18,28,3
PMS7514	0,24,38,5
PMS7515	0,35,50,12
PMS7516	0,52,100,35
PMS7517	0,60,100,44
PMS7518	0,40,55,60
PMS7519	50,60,100,48
PMS7520	0,16,19,0
PMS7521	0,25,20,10
PMS7522	0,40,30,16
PMS7523	0,40,35,20
PMS7524	0,55,60,27
PMS7525	0,45,50,30
PMS7526	0,65,100,35
PMS7527	0,2,6,7
PMS7528	0,3,10,10
PMS7529	0,4,12,17
PMS7530	0,8,21,32
PMS7531	0,10,27,50
PMS7532	0,17,50,65
PMS7533	0,22,85,85
PMS7534	0,2,8,10
PMS7535	0,3,15,20
PMS7536	0,4,22,32
PMS7537	3,0,10,20
PMS7538	9,0,13,30
PMS7539	2,0,9,36
PMS7540	0,0,0,72
PMS7541	2,0,0,5
PMS7542	10,0,3,16
PMS7543	7,0,0,30
PMS7544	10,1,0,40
PMS7545	23,2,0,63
PMS7546	33,4,0,72
PMS7547	35,4,0,94
